A,B,C,D,E,F,G
商品编号,商品名称,二级分类,三级分类,首次入库时间,销量7天band,点击7天band
11722941,南画十六家技法详解,绘画,绘画技法,2015/7/9,E,D
11746815,高等数学(上册),大中专教材教辅,高职高专教材,2015/8/9,F,F
11754202,余霞成绮--余恕诚先生纪念文集,文学,作品集,- ,F,E
11763270,数控技术与编程,大中专教材教辅,大学教材,2015/9/11,F,F
11767426,创业实验　企业经营决策仿真,大中专教材教辅,大学教材,2015/9/15,F,F
11776666,数字图像处理及应用,大中专教材教辅,大学教材,2015/12/17,F,F
11780114,农村金融学（第二版）,大中专教材教辅,大学教材,2015/10/17,E,F
11794344,2015中国金融发展报告,金融与投资,金融市场与管理,2015/11/5,F,E
11826120,步步向前:7步提高职业竞争力,励志与成功,人在职场,2015/12/9,F,E
11837885,寻找文学的新可能——联合文学课堂,文学,文学理论,2015/12/23,F,F
11846796,汽车营销,大中专教材教辅,大学教材,2016/1/6,F,F
11860191,民法典型案例选,大中专教材教辅,大学教材,2016/1/23,E,E
11868136,影印南宋官版尚书正义,历史,中国史,2016/2/4,E,E
11880650,电工基础（第2版）,大中专教材教辅,大学教材,2016/3/2,F,F
11880672,初中国学读本（二）,中小学教辅,初中通用,2016/3/2,F,E
11891247,中国早期戏曲生成史论,艺术,舞台艺术戏剧,2016/3/18,F,F
11900432,学习困难儿童发展与教育,大中专教材教辅,大学教材,2016/4/2,E,F
11933000,不动产登记暂行条例实施细则释义,法律,法律法规,2016/5/14,E,D
11933014,传感器技术及应用电路项目化教程,大中专教材教辅,大学教材,2016/5/13,F,F
11958354,假如海洋空荡荡 一部自我毁灭的人类文明史,历史,世界史,2016/6/19,E,D
11962430,汽车车身控制系统,大中专教材教辅,大学教材,2016/6/23,F,F
11978919,语言与世界,社会科学,语言文字,2016/9/23,E,E
11978961,博雅对外汉语精品教材：新编读报纸学中文 汉语报刊阅读（准高级·上 附光盘）,外语学习,对外汉语,2016/9/26,F,E
11990711,Photoshop CC案例教程（第3版）,大中专教材教辅,大学教材,2016/10/18,F,F
12003193,汉语和汉语研究十五讲(第2版),外语学习,对外汉语,2016/11/18,E,E
12003195,构式语法教程 构式语法及其在英语中的应用(影印本),大中专教材教辅,大学教材,2016/11/18,E,E
12007151,中国共产党党内法规通论,政治/军事,中国共产党,2016/11/21,F,E
12007173,尤金·奥尼尔爱的主题研究,文学,文学评论与研究,2016/11/17,F,E
12011187,公文写作与处理考试教程,大中专教材教辅,大学教材,2016/11/25,F,E
12022757,社会政策引论,大中专教材教辅,大学教材,2016/12/16,F,F
12023002,概率论与数理统计,大中专教材教辅,大学教材,2016/8/26,F,F
12023010,大学语文（第二版）,大中专教材教辅,大学教材,2016/8/30,F,F
12023036,人力资源管理（第2版）,大中专教材教辅,职业培训教材,2016/8/30,F,F
12028067,黑客攻防从入门到精通（加密与解密篇）,计算机与互联网,计算机安全,2016/12/31,E,C
12040145,机械设计基础课程设计指导书,大中专教材教辅,高职高专教材,2017/2/14,F,E
12048593,秘鲁共和国新民法典,法律,外国法律与港澳台法律,2017/3/7,F,E
12057748,刑事技术实训指导,大中专教材教辅,大学教材,2016/10/28,F,E
12061085,国际汉学研究通讯（第十三、十四期）,文化,文化研究,2017/4/21,F,F
12067450,电商消费者忠诚行为研究——基于虚拟社会资本视角,管理,电子商务,2016/11/21,F,F
12067885,东奥会计在线 轻松过关5 2017年注册会计师考试教材辅导 巧学提分笔记：税法,考试,会计类考试,2017/4/24,F,E
12070049,古文经典选读,大中专教材教辅,大学教材,2017/5/4,F,F
12110195,曼昆 经济学基础·第7版 习题解答,大中专教材教辅,大学教材,2017/6/27,E,D
12110545,权力的规则 建顺微思录（一）,法律,行政法,2017/6/27,F,E
12113669,全球分裂：第三世界的历史进程（上下册）,历史,世界史,2017/7/2,D,D
12115486,近代物理学(第二版),大中专教材教辅,大学教材,2017/1/21,E,E
12124359,外国文学基础,大中专教材教辅,大学教材,2017/7/15,F,F
12131654,黑客攻防从入门到精通（Web脚本编程篇·全新升级版）,计算机与互联网,计算机安全,2017/2/24,E,E
12131692,立法学教程（第二版）,大中专教材教辅,大学教材,2017/2/27,F,E
12135551,建筑施工技术(第2版),大中专教材教辅,高职高专教材,2017/7/27,F,F
12150527,格物致知,文化,传统文化,2017/8/6,E,E
12165677,基金法律法规、职业道德与业务规范,考试,其他经管类考试,2017/8/26,E,E
12166090,未名社科·大学经典 丛书第一辑（礼品装共11册）,社会科学,社会科学丛书、文集、连续出版物,2017/6/8,E,D
12175957,土木工程系列实验综合教程,大中专教材教辅,大学教材,2017/9/10,F,F
12185845,基础菲律宾语（第一册）,大中专教材教辅,大学教材,2017/10/11,E,E
12203179,社会组织与慈善组织管理,大中专教材教辅,大学教材,2017/10/15,E,E
12210039,开放的逻辑:中国对外开放的理论与实践探索,经济,贸易经济,2017/11/3,F,E
12220497,身向雄关那畔行,经济,中国经济,2017/11/13,F,F
12231354,外国文学,大中专教材教辅,大学教材,2017/8/13,E,F
12232203,平面构成,艺术,设计,2017/11/13,F,F
12240109,创业路上，遇见最好的自己 北大创业案例集,励志与成功,创业必修,2017/11/23,E,E
12269061,情报学与信息管理研究文集,社会科学,新闻出版/档案管理,2018/1/3,E,E
12276162,如何发展自闭谱系障碍儿童的沟通能力,大中专教材教辅,大学教材,2017/11/30,F,F
12278720,如何撰写与发表社会科学论文：国际刊物指南(第二版),社会科学,语言文字,2017/12/1,E,D
12278728,主权债务关系的跨国法治研究,法律,国际法,2017/12/1,F,F
12292180,规则与启示 特许经营PPP裁判规则解读与适用,法律,司法案例与司法解释,2018/1/3,E,E
12311887,自由主义传,政治/军事,政治理论,2018/3/13,D,C
10076038,泛函分析讲义（上）,大中专教材教辅,大学教材,2010/10/31,F,E
10076153,非参数统计讲义,社会科学,统计学,2010/10/31,F,E
10076246,大学专业英语系列教程：音乐专业英语教程,外语学习,大学英语,2010/10/31,F,E
10076325,犹太处世书：天下通道精义篇,哲学/宗教,其他宗教,- ,F,F
10076357,北大版新一代对外汉语教材基础教程系列：新概念汉语（初级本2）,大中专教材教辅,大学教材,2010/10/31,F,E
10076496,数学物理方法习题指导,大中专教材教辅,大学教材,2010/10/31,F,E
10076777,挑战牛顿光学：光论,科学与自然,物理学,2010/10/30,F,F
10076782,物种起源,科普读物,人类故事,- ,F,F
10076784,科学素养文库·科学元典丛书：人类在自然界的位置（全译本）,科普读物,生物世界,2010/10/25,F,F
10076785,科学素养文库·科学元典丛书：热的解析理论,科普读物,数理化,2010/10/24,F,E
10076952,普通高等教育十五国家级规划教材：现代出版学,大中专教材教辅,大学教材,2010/10/31,F,F
10076975,如何撰写和发表科技论文（第6版）（影印版）,工业技术,参考工具书,2012/11/5,F,E
10077077,剑桥美国小说新论14：〈喧哗与骚动〉新论（英文影印版）,外语学习,英语读物,2010/10/24,F,F
10077085,水墨流金,经济,中国经济,2010/10/23,F,F
10077183,微观经济学（中级教程）/北京大学经济学教材系列,大中专教材教辅,大学教材,2010/10/31,F,E
10077245,北京俄语导游指南,外语学习,俄语,2010/10/24,E,F
10077392,西方国际关系理论经典导读/21世纪国际关系学系列教材,大中专教材教辅,大学教材,2010/10/31,E,E
10077497,理解自由意志,哲学/宗教,哲学理论与流派,2010/10/31,F,E
10077659,美国刑事诉讼法精解（第1卷）：刑事侦查（第4版）,法律,外国法律与港澳台法律,2010/10/26,F,E
10077838,新编德语教程（下册）（附盘）,外语学习,德语,2010/10/31,F,E
10077867,建筑工程造价管理/21世纪全国高职高专土建系列技能型规划教材,大中专教材教辅,高职高专教材,2011/5/30,F,F
10077988,经济法（第4版）/普通高等教育“十一五”国家级规划教材·面向21世纪课程教材,大中专教材教辅,大学教材,2010/10/23,F,E
10078164,维修电工技能与实训/21世纪全国高职高专电子信息系列技能型规划教材,大中专教材教辅,高职高专教材,2010/10/29,F,E
10078244,我的中文小故事22：我的好朋友小鸟（注音版）（附CD-ROM光盘1张）,童书,学前教育,2010/10/25,F,F
10078263,大型活动公关,管理,市场营销,2010/10/31,F,F
10078338,文化理论与大众文化导论（第5版）,文化,文化理论,2010/10/31,F,E
10078344,会计综合模拟实训/21世纪经济与管理精编教材·会计学系列,大中专教材教辅,大学教材,2011/1/25,F,E
10152347,士大夫政治演生史稿,政治/军事,中国政治,- ,F,E
10152362,高等教育哲学教材：西方哲学通史1,大中专教材教辅,大学教材,- ,F,E
10152395,北京大学物理学丛书：近代光学信息处理,科学与自然,物理学,- ,F,F
10152500,秘书会务管理/21世纪全国高职高专文秘类规划教材,大中专教材教辅,高职高专教材,2010/10/29,F,F
10152587,中国利率市场化改革论纲,经济,中国经济,- ,F,F
10152665,教育部人才培养模式改革开和开放教育试点教材：〈中国现当代文学专题研究〉自学指导（修订版）,大中专教材教辅,大学教材,2010/10/31,F,F
10152674,标准日语中级教程（上）（附练习册）,外语学习,日语,2010/10/24,F,E
10152682,文科物理十五讲,中小学教辅,中小学课外读物,- ,F,F
10152727,共赢领导力：提升领导能力的五种技术,管理,领导学,- ,F,F
10152735,基督教文学经典选读（上下）,哲学/宗教,基督教,- ,F,F
10152738,基督教会史,哲学/宗教,基督教,- ,F,F
10152830,西方文化中的音乐简史,音乐,音乐理论,2011/6/24,F,E
10152846,职业经理人十万个怎么办：如何设计企业内部管理制度,管理,管理学,2011/6/24,F,F
10152933,普通高等教育十五国家级规划教材·高等院校微电子专业丛书：微电子学概论,大中专教材教辅,大学教材,- ,F,E
10152941,北大版对外双语教材·报刊阅读教程系列·轻松读报：中文报刊泛读教程（高级1）,大中专教材教辅,大学教材,2010/10/31,F,F
10152971,职业经理人十万个怎么办：如何制定工作计划,管理,管理学,- ,F,F
10152993,被压抑的现代性：晚清小说新论,文学,文学理论,- ,F,F
10153051,美国刑事诉讼法,法律,外国法律与港澳台法律,- ,F,E
10153068,简明阿拉伯语教程（第1册）,外语学习,其他小语种,2010/10/31,F,E
10153163,冷战时期的中国对外关系,政治/军事,外交、国际关系,2010/10/31,E,E
10153236,本土特质与世界眼光,社会科学,社会学,2010/10/31,F,F
10153268,最新公司法解读,法律,商法,- ,F,F
10153508,内燃机构造/21世纪全国高等院校大机械系列实用规划教材·汽车系列,大中专教材教辅,大学教材,2010/10/31,F,E
10153548,现代礼义系列·教育部人才培养模式改革和开放教育试点教材：教师礼仪概论,大中专教材教辅,职业培训教材,- ,F,F
10153761,怀疑主义与动物信仰：一个哲学体系的导论,哲学/宗教,哲学理论与流派,2011/6/24,E,E
10153795,教育投资收益 风险分析,金融与投资,投资,2010/10/24,F,F
10154015,性别伦理学,哲学/宗教,伦理学,2010/10/24,E,E
10154044,俄国小说史/21世纪外国文学系列教材,大中专教材教辅,大学教材,2010/10/24,F,E
10154045,工程项目招投标与合同管理/21世纪全国高职高专土建系列技能型规划教材,大中专教材教辅,高职高专教材,2010/10/31,F,F
10154061,〈汉语风〉中文分级系列读物：妈妈和儿子（第2级）（500词级）（附MP3光盘1张）,外语学习,对外汉语,2010/10/30,F,E
10154072,对话北欧经典：易卜生、斯特林堡与哈姆生,文学,文学评论与研究,2010/10/31,F,E
10251001,管理学原理与实务/21世纪全国应用型本科财经管理系列实用规划教材,大中专教材教辅,大学教材,2011/12/9,F,F
10255929,互换性与测量技术,大中专教材教辅,高职高专教材,2010/10/30,F,F
10255946,北大校长与中国文化（第2版）,文化,文化史,2010/10/30,E,F
10268910,新中国外交60年,政治/军事,世界政治,2010/11/16,E,E
10268980,荷塘清韵,哲学/宗教,美学,2010/11/17,F,F
10268991,新闻纠纷与规避,法律,行政法,2010/11/17,F,F
10269016,“故”事如何“新”编：论中国现代“重写型”小说,文学,文学理论,2010/11/17,F,F
10269156,汉语初级强化教程：听说课本4（附MP3光盘1张）,大中专教材教辅,大学教材,2010/11/16,F,E
10269206,英语听说教程（第4册）（附MP3光盘1张）,大中专教材教辅,大学教材,2010/11/16,F,F
10269220,北大版商务汉语教材·新丝路商务汉语速成系列：新丝路·初级速成商务汉语2（附MP3光盘1张）,大中专教材教辅,大学教材,2010/11/22,E,F
10269223,Illustrator CS3基础运用与设计实例,大中专教材教辅,高职高专教材,2010/11/18,F,F
10269288,国家示范性高职院校汽车类规划教材·任务驱动式项目教材：汽车底盘及车身电控系统检修,大中专教材教辅,高职高专教材,2010/11/23,F,F
10269295,全国高职高专应用型规划教材·机械机电类：机械设计基础与实践,大中专教材教辅,高职高专教材,2010/11/18,F,F
10269318,会展服务管理,大中专教材教辅,大学教材,2010/11/18,F,F
10269320,财务报告分析（第3版）,大中专教材教辅,大学教材,2010/11/18,F,F
10269362,工程流体力学,大中专教材教辅,大学教材,2010/11/18,F,E
10269379,现代应用文写作,大中专教材教辅,高职高专教材,2010/11/18,F,F
10269539,现代环境卫生学,大中专教材教辅,大学教材,2010/11/18,F,F
10271903,刑事法评论（2009）（第24卷）,法律,刑法,2010/11/2,F,F
10271934,韩国经济法,法律,外国法律与港澳台法律,2010/11/7,F,E
